,id,user,tweet,created_at,prepro
166,1432626982131433474,Putrisalju,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/WxP7spKlez",2021-08-31 08:51:04,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
167,1432626948962865160,Putrisalju,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/zUsWE91MDj",2021-08-31 08:50:56,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
168,1432626913713872900,Putrisalju,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/nzsEmUAvjk",2021-08-31 08:50:47,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
169,1432626856881102853,Putrisalju,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/HLAnhND0la",2021-08-31 08:50:34,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
170,1432626834181480449,Putrisalju,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/4OSIpxtOpX",2021-08-31 08:50:28,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
172,1432625873409044480,𝕳𝖊𝖓𝖉𝖗𝖎,"Rahasia agar tak terpapar covid.

Langsung jalur pribadi 👇

https://t.co/EvPxWmr0IZ

https://t.co/FZkXCqd44B

https://t.co/oWvMD8pOQ6

https://t.co/I5QIs2utHd

https://t.co/3HkQrhIkye https://t.co/DoJzckwFvp",2021-08-31 08:46:39,"['rahasia', 'papar', 'covid', 'langsung', 'jalur', 'pribadi']"
173,1432625701711056897,Agung puspadewi,@tonaytoni1 Langkah serius pemerintah indonesia dalam menangulangi masalah covid #VaksinDariRumahKeRumah https://t.co/eEhGU4GDJP,2021-08-31 08:45:58,"['langkah', 'serius', 'perintah', 'indonesia', 'menangulangi', 'covid', 'vaksindarirumahkerumah']"
175,1432625564620230662,Agung puspadewi,@2Mikeadamhalik @jokowi Vaksinasi dan tetap prokes efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh #VaksinDariRumahKeRumah semoga PTM segera terealisasi https://t.co/ZulYvsa74c,2021-08-31 08:45:26,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'vaksindarirumahkerumah', 'moga', 'ptm', 'realisasi']"
176,1432625267378298887,Putrisalju,"Semua gerai vaksinasi sudah menerapkan protokol kesehatan yang ketat sesuai dengan prosedur pemerintah untuk meminimalisir penularan virus Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/4l4lMjMg2V",2021-08-31 08:44:15,"['gerai', 'vaksinasi', 'terap', 'protokol', 'sehat', 'ketat', 'sesuai', 'prosedur', 'perintah', 'meminimalisir', 'tular', 'virus', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
177,1432625250181652482,Agung puspadewi,@TawonMadu__ @jokowi Vaksinasi dan tetap prokes efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh dan PTM segera terealisasi #VaksinDariRumahKeRumah https://t.co/U9B29Ps1fu,2021-08-31 08:44:11,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'ptm', 'realisasi', 'vaksindarirumahkerumah']"
178,1432625089468518404,Polsek KP Samarinda,"Vaksin merupakan bentuk ikhtiar kita setelah segala upaya demi mencegah penularan Covid-19, dukung pemerintah dan bebaskan Indonesia dari corona.
.
#AyoLawanCorona
#poldakaltim 
#polrestasamarinda
#polsekkpsamarinda https://t.co/LW1ESAhbGC",2021-08-31 08:43:32,"['vaksin', 'bentuk', 'ikhtiar', 'upaya', 'cegah', 'tular', 'covid', 'dukung', 'perintah', 'bebas', 'indonesia', 'corona', 'ayolawancorona', 'poldakaltim', 'polrestasamarinda', 'polsekkpsamarinda']"
179,1432624699654082566,Agung puspadewi,@iwan_tata98 Langkah serius pemerintah indonesia dalam menangulangi masalah covid #VaksinDariRumahKeRumah https://t.co/DShowLs1MU,2021-08-31 08:41:59,"['langkah', 'serius', 'perintah', 'indonesia', 'menangulangi', 'covid', 'vaksindarirumahkerumah']"
180,1432624580863037440,Agung puspadewi,@Tas_ya05 Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh #VaksinDariRumahKeRumah https://t.co/SNcDEypnBL,2021-08-31 08:41:31,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'vaksindarirumahkerumah']"
181,1432624412155514886,Agung puspadewi,@S3nggolBacok Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh prokes #VaksinDariRumahKeRumah  PTM segera terealisasi,2021-08-31 08:40:51,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'prokes', 'vaksindarirumahkerumah', 'ptm', 'realisasi']"
182,1432624191455465474,Polsek KP Samarinda,Polsek Kawasan Pelabuhan Samarinda melaksanakan kegiatan sosial membagikan paket sembako kepada warga yang membutuhkan atau kurang mampu yang terdampak pandemi Covid-19. Selasa (31/08/2021). https://t.co/YRlUsguWeS,2021-08-31 08:39:58,"['polsek', 'kawasan', 'labuh', 'samarinda', 'laksana', 'giat', 'sosial', 'bagi', 'paket', 'sembako', 'warga', 'butuh', 'dampak', 'pandemi', 'covid', 'selasa']"
184,1432623942489935874,Agung puspadewi,@kharisma4ndini Dengan adanya vaksin door to door efektif untuk mencapai herd immunity dan indonesia bebas covid #VaksinDariRumahKeRumah https://t.co/Ag78H2duMf,2021-08-31 08:38:59,"['vaksin', 'door', 'to', 'door', 'efektif', 'capai', 'herd', 'immunity', 'indonesia', 'bebas', 'covid', 'vaksindarirumahkerumah']"
185,1432623301482803201,Polsek KP Samarinda,"Jaga jarak menjauhkan kita dari jahatnya corona
.
Yuk, hindari berdekat-dekatan atau menjaga jarak minimal 1 meter dengan orang lain untuk mencegah penyebaran Covid-19
.
#AyoLawanCorona
#poldakaltim 
#polrestasamarinda
#polsekkpsamarinda https://t.co/aXVh7YS8f8",2021-08-31 08:36:26,"['jaga', 'jarak', 'jauh', 'jahat', 'corona', 'yuk', 'hindar', 'dekat', 'dekat', 'jaga', 'jarak', 'minimal', 'meter', 'orang', 'cegah', 'sebar', 'covid', 'ayolawancorona', 'poldakaltim', 'polrestasamarinda', 'polsekkpsamarinda']"
186,1432623145941360645,humaspolsekpenebel,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/loi0UB0S6Z",2021-08-31 08:35:49,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
187,1432621706816864256,Humas polres sikka,"Mari bersama kita bangun sinergitas dalam penanganan Covid-19 dengan percepatan vaksinasi agar kekebalan kelompok segera terbentuk dan pulih dari pandemi.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/m6sH1IpkRi",2021-08-31 08:30:06,"['mari', 'bangun', 'sinergitas', 'tangan', 'covid', 'cepat', 'vaksinasi', 'kebal', 'kelompok', 'bentuk', 'pulih', 'pandemi', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
190,1432617410285166593,Yasser Arafat,"Alhamdulillah Moderna dosis pertama sudah didapat. Semoga selalu diberikan kesehatan, dijauhkan dr Covid, dan pandemi ini segera berakhir @ Tegal, Central Java https://t.co/frd1fkBdPk",2021-08-31 08:13:02,"['alhamdulillah', 'moderna', 'dosis', 'moga', 'sehat', 'jauh', 'dr', 'covid', 'pandemi', 'tegal', 'central', 'java']"
191,1432616811791454210,Agung puspadewi,@me_zhu__Yusra @jokowi Terima kasih pak jokowi #VaksinDariRumahKeRumah semoga indonesia bebas covid https://t.co/Ei6TgV0Cwb,2021-08-31 08:10:39,"['terima', 'kasih', 'jokowi', 'vaksindarirumahkerumah', 'moga', 'indonesia', 'bebas', 'covid']"
192,1432615582801678340,PMI Kab Banjarnegara,"VAKSINASI
Relawan PMI Kec.Batur sinergi dg Satgas Covid 19 Kec. Batur dlm rangka Vaksinasi di PKM. Batur 2 (31/8)
@palangmerah @PMIJawaTengah @sarwapramana @BudhiSarwono @bna_dinkominfo @dkkbanjarnegara @Banjarnegara__ @update_BARA @pbpmicovid19 @dwihandokowibi1 @andrikomplong https://t.co/aj9uNe9GWn",2021-08-31 08:05:46,"['vaksinasi', 'rawan', 'pmi', 'kec', 'batur', 'sinergi', 'satgas', 'covid', 'kec', 'batur', 'dlm', 'rangka', 'vaksinasi', 'pkm', 'batur']"
193,1432613857755754500,Polsek Batu Ceper ( PRESISI),"Semua gerai vaksinasi sudah menerapkan protokol kesehatan yang ketat sesuai dengan prosedur pemerintah untuk meminimalisir penularan virus Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/IeNWw3Z7Q3",2021-08-31 07:58:55,"['gerai', 'vaksinasi', 'terap', 'protokol', 'sehat', 'ketat', 'sesuai', 'prosedur', 'perintah', 'meminimalisir', 'tular', 'virus', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
195,1432611420579905538,Mas Bondan,"@wisatahurahura @K_TFirdausi Semoga lekas baik2 saja.. mbok piye parahe.. cepat sembuh. Doakan aja.. lurr.. 🙏🙏 tetep hati2 di jalan, RS lagek pusing ngurusi covid https://t.co/8CAoTzWmbj",2021-08-31 07:49:13,"['moga', 'lekas', 'mbok', 'piye', 'parahe', 'cepat', 'sembuh', 'doa', 'lurr', 'tetep', 'hati', 'jalan', 'rs', 'lagek', 'pusing', 'ngurusi', 'covid']"
198,1432606814529474561,PMI Kab Banjarnegara,"Program Penguatan dan Percepatan Respon Penanggulangan Covid 19 dukungan PMI dan KOICA 
https://t.co/PrIjHpaH3G
@palangmerah @PMIJawaTengah @sarwapramana @BudhiSarwono @bna_dinkominfo @dkkbanjarnegara @Banjarnegara__ @dwihandokowibi1 @andrikomplong @pbpmicovid19 https://t.co/NVI277Gw05",2021-08-31 07:30:55,"['program', 'kuat', 'cepat', 'respon', 'tanggulang', 'covid', 'dukung', 'pmi', 'koica']"
199,1432606790189912069,Polsek Grabag,"Mari bersama kita bangun sinergitas dalam penanganan Covid-19 dengan percepatan vaksinasi agar kekebalan kelompok segera terbentuk dan pulih dari pandemi.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/4EFTQloHA2",2021-08-31 07:30:49,"['mari', 'bangun', 'sinergitas', 'tangan', 'covid', 'cepat', 'vaksinasi', 'kebal', 'kelompok', 'bentuk', 'pulih', 'pandemi', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
200,1432606257886552066,POLSEK SRUMBUNG,"Mari bersama kita bangun sinergitas dalam penanganan Covid-19 dengan percepatan vaksinasi agar kekebalan kelompok segera terbentuk dan pulih dari pandemi.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/8UgEKPg78Z",2021-08-31 07:28:43,"['mari', 'bangun', 'sinergitas', 'tangan', 'covid', 'cepat', 'vaksinasi', 'kebal', 'kelompok', 'bentuk', 'pulih', 'pandemi', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
201,1432605827114811403,Polresta Jayapura Kota,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/TewGGYh45r",2021-08-31 07:27:00,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
203,1432604093856423936,HUMAS POLSEK METRO MENTENG,"Semua gerai vaksinasi sudah menerapkan protokol kesehatan yang ketat sesuai dengan prosedur pemerintah untuk meminimalisir penularan virus Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/GI48saKqqd",2021-08-31 07:20:07,"['gerai', 'vaksinasi', 'terap', 'protokol', 'sehat', 'ketat', 'sesuai', 'prosedur', 'perintah', 'meminimalisir', 'tular', 'virus', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
204,1432603843355758597,Agung puspadewi,@mranatha Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid ayo segera vaksin #VaksinDariRumahKeRumah https://t.co/ebqcMW8i81,2021-08-31 07:19:07,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'vaksin', 'vaksindarirumahkerumah']"
205,1432603795909791748,Polrestro Tangerang,"Semua gerai vaksinasi sudah menerapkan protokol kesehatan yang ketat sesuai dengan prosedur pemerintah untuk meminimalisir penularan virus Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/jyUURJXB7o",2021-08-31 07:18:56,"['gerai', 'vaksinasi', 'terap', 'protokol', 'sehat', 'ketat', 'sesuai', 'prosedur', 'perintah', 'meminimalisir', 'tular', 'virus', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
207,1432603132064722950,humaspolrespadangpanjang,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/79N9dEcQ7C",2021-08-31 07:16:17,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
208,1432600933800689665,Humas Polres Temanggung,"Mari kita bersama untuk bergotong royong membantu pemerintah dalam menangani pandemi Covid-19 dengan pelaksanaan vaksinasi dan patuhi protokol kesehatan.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/vxncCHs9Ye",2021-08-31 07:07:33,"['mari', 'gotong', 'royong', 'bantu', 'perintah', 'tangan', 'pandemi', 'covid', 'laksana', 'vaksinasi', 'patuh', 'protokol', 'sehat', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
210,1432600351408934912,Humas Polres Temanggung,"Mari bersama kita bangun sinergitas dalam penanganan Covid-19 dengan percepatan vaksinasi agar kekebalan kelompok segera terbentuk dan pulih dari pandemi.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/eViRtHsMDt",2021-08-31 07:05:14,"['mari', 'bangun', 'sinergitas', 'tangan', 'covid', 'cepat', 'vaksinasi', 'kebal', 'kelompok', 'bentuk', 'pulih', 'pandemi', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
211,1432600165051887624,HUMAS POLRES KAMPAR,"Mari bersama kita bangun sinergitas dalam penanganan Covid-19 dengan percepatan vaksinasi agar kekebalan kelompok segera terbentuk dan pulih dari pandemi.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/xzQK3B8d0Q",2021-08-31 07:04:30,"['mari', 'bangun', 'sinergitas', 'tangan', 'covid', 'cepat', 'vaksinasi', 'kebal', 'kelompok', 'bentuk', 'pulih', 'pandemi', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
213,1432599834599456771,HUMAS POLRES KAMPAR,"Laksanakan segala aktifitasmu dengan menerapkan protokol kesehatan dan juga melaksanakan vaksinasi Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/4yBbJj8hG3",2021-08-31 07:03:11,"['laksana', 'aktifitasmu', 'terap', 'protokol', 'sehat', 'laksana', 'vaksinasi', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
214,1432599730576519171,HUMAS POLRES KAMPAR,"Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/Ri3wT7wFyV",2021-08-31 07:02:46,"['kapolri', 'terap', 'protokol', 'sehat', 'ketat', 'arena', 'pon', 'cegah', 'sebar', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
220,1432594363914199044,Muhammad Aris,"""PT BEST""

Kendati demikian, bisnis MLM justru mendapatkan dukungan dari menteri perdagangan Agus suparmanto,
MLM mampu menjadi salah satu sektor usaha 6ang mendongkrak perekonomian di tengah pademi covid 19 https://t.co/V7Xbj3IwAq",2021-08-31 06:41:27,"['pt', 'best', 'kendati', 'bisnis', 'mlm', 'dukung', 'menteri', 'dagang', 'agus', 'suparmanto', 'mlm', 'salah', 'sektor', 'usaha', 'ang', 'dongkrak', 'ekonomi', 'pademi', 'covid']"
222,1432593661133422596,Nuzul Olshop,"Multivitamin yang berantas covid dalam 7 hari. 
Klik👇
https://t.co/tW19rjTyQh

#DigitalNetworkMarketing
#AkademiInspiradzi
#BootcampAkademiInspiradzi
#Kmart
#AplikasiKmart
#NewEvolutionInDigitalBusiness
#SuplemenMarketplace
#MarketplaceFranchisePlan
#KmartTrooper
#CyberTrooper https://t.co/W0onssd7q5",2021-08-31 06:38:39,"['multivitamin', 'berantas', 'covid', 'klik', 'digitalnetworkmarketing', 'akademiinspiradzi', 'bootcampakademiinspiradzi', 'kmart', 'aplikasikmart', 'newevolutionindigitalbusiness', 'suplemenmarketplace', 'marketplacefranchiseplan', 'kmarttrooper', 'cybertrooper']"
224,1432591289913016325,POLSEK_JETISJOGJA,"Polsek Jetis Pantau kegiatan Vaksinasi di Kemantren Jetis.

Berita lengkap klik di  :
https://t.co/LKRuFI3wa5

@polresjogja #polresjogja #polsekjetisjogja #BersamaLawanCovid19 #TetapDisiplin5M #Covid https://t.co/eKAsFfmbnZ",2021-08-31 06:29:14,"['polsek', 'jetis', 'pantau', 'giat', 'vaksinasi', 'kemantren', 'jetis', 'berita', 'lengkap', 'klik', 'polresjogja', 'polsekjetisjogja', 'bersamalawancovid', 'tetapdisiplin', 'm', 'covid']"
226,1432590299579121667,Agung puspadewi,@sungganteng Yuk vaksin gaess dan tetap prokes efektif untuk pencegahan penyebaran covid 19 #VaksinDariRumahKeRumah https://t.co/2NAOtGRhDN,2021-08-31 06:25:18,"['yuk', 'vaksin', 'gaess', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'vaksindarirumahkerumah']"
227,1432589960863895553,Agung puspadewi,@HanifahAndini96 @jokowi Dengan vaksinasi door to door efektif untuk mencapai herd immunity dan indonesia bebas covid https://t.co/uH9LCUcN80,2021-08-31 06:23:57,"['vaksinasi', 'door', 'to', 'door', 'efektif', 'capai', 'herd', 'immunity', 'indonesia', 'bebas', 'covid']"
228,1432589830009942021,Agung puspadewi,@alonecool3 @jokowi Yuk dukung pak jokowi tuntaskan kasus covid 19 #VaksinDariRumahKeRumah https://t.co/FO3MoXgtil,2021-08-31 06:23:26,"['yuk', 'dukung', 'jokowi', 'tuntas', 'covid', 'vaksindarirumahkerumah']"
229,1432589661273088003,Agung puspadewi,@RiantiDiani @jokowi Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh prokes dan vaksinasi #VaksinDariRumahKeRumah https://t.co/WEUwq9f94s,2021-08-31 06:22:46,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'prokes', 'vaksinasi', 'vaksindarirumahkerumah']"
230,1432589423716147202,Agung puspadewi,@HanifahAndini96 @jokowi Langkah serius pemerintah indonesia dalam menangulangi masalah covid #VaksinDariRumahKeRumah https://t.co/zy9tLhPiWE,2021-08-31 06:21:49,"['langkah', 'serius', 'perintah', 'indonesia', 'menangulangi', 'covid', 'vaksindarirumahkerumah']"
231,1432589228844670976,Agung puspadewi,@Mad_alyana Terima kasih pak jokowi yg terus berjuang melawan pandemi covid 19 #VaksinDariRumahKeRumah https://t.co/bFNh5BMdsu,2021-08-31 06:21:03,"['terima', 'kasih', 'jokowi', 'juang', 'lawan', 'pandemi', 'covid', 'vaksindarirumahkerumah']"
239,1432581020885286918,Fariati,"Multivitamin yang berantas covid dalam 7 hari. 

#DigitalNetworkMarketing
#AkademiInspiradzi
#BootcampAkademiInspiradzi
#Kmart
#AplikasiKmart
#NewEvolutionInDigitalBusiness
#SuplemenMarketplace
#MarketplaceFranchisePlan
#KmartTrooper
#CyberTrooper https://t.co/qe4t3wVnal",2021-08-31 05:48:26,"['multivitamin', 'berantas', 'covid', 'digitalnetworkmarketing', 'akademiinspiradzi', 'bootcampakademiinspiradzi', 'kmart', 'aplikasikmart', 'newevolutionindigitalbusiness', 'suplemenmarketplace', 'marketplacefranchiseplan', 'kmarttrooper', 'cybertrooper']"
242,1432576942692134913,𝓘т𝐀𝓙єgєǤｂ𝐀ĹᎥ.𝒾𝐝,Beberapa negara yang penduduknya sudah divaksinasi sebanyak lebih dari 60 persen ternyata saat ini masih mengalami gelombang lonjakan COVID-19 karenaa masyarakatnya tidak disiplin prokes jaga kesehatan untuk itu yuk kita tetap prokes jaga sehat #ppkmtekancovid19,2021-08-31 05:32:13,"['negara', 'duduk', 'vaksinasi', 'persen', 'alami', 'gelombang', 'lonjak', 'covid', 'karenaa', 'masyarakat', 'disiplin', 'prokes', 'jaga', 'sehat', 'yuk', 'prokes', 'jaga', 'sehat', 'ppkmtekancovid']"
243,1432576788803112961,Nurul Dwi Larasati,"Presiden menekankan agar semua pihak tetap waspada &amp; berhati-hati menyikapi tren perbaikan ini dan belajar dari perkembangan situasi COVID-19 di berbagai negara.

Jangan keburu percaya diri dulu karena pandemi blm usai, tetap prokes jaga sehat (prioritas)
 #ppkmtekancovid19 .",2021-08-31 05:31:37,"['presiden', 'tekan', 'waspada', 'hati', 'hati', 'sikap', 'tren', 'baik', 'ajar', 'kembang', 'situasi', 'covid', 'negara', 'keburu', 'percaya', 'pandemi', 'blm', 'prokes', 'jaga', 'sehat', 'prioritas', 'ppkmtekancovid']"
245,1432576259565887488,𝓘т𝐀𝓙єgєǤｂ𝐀ĹᎥ.𝒾𝐝,"Bapak Presiden menekankan agar semua pihak tetap waspada dan berhati-hati menyikapi tren perbaikan ini, dan belajar dari perkembangan perkembangan situasi COVID-19 di berbagai negara yuk mareee prokes jaga kesehatan #ppkmtekancovid19",2021-08-31 05:29:30,"['presiden', 'tekan', 'waspada', 'hati', 'hati', 'sikap', 'tren', 'baik', 'ajar', 'kembang', 'kembang', 'situasi', 'covid', 'negara', 'yuk', 'mareee', 'prokes', 'jaga', 'sehat', 'ppkmtekancovid']"
246,1432575986990608390,Alnurfuad,"Multivitamin yang berantas covid dalam 7 hari
Info lengkapnya klik
https://t.co/wLLFJ9UxbA
https://t.co/TsPbYRvNaG
https://t.co/aqhtPxRRfo
https://t.co/LqeQQRSJ48
https://t.co/Gdh5AqWYxO

#DigitalNetworkMarketing
#AkademiInspiradzi
#BootcampAkademiInspiradzi
#Kmart
#AplikasiKmart https://t.co/NfEOn5G36c",2021-08-31 05:28:25,"['multivitamin', 'berantas', 'covid', 'info', 'lengkap', 'klik', 'digitalnetworkmarketing', 'akademiinspiradzi', 'bootcampakademiinspiradzi', 'kmart', 'aplikasikmart']"
247,1432575394171916291,Enny Ernawati,"Beberapa negara yang penduduknya sudah divaksinasi sebanyak lebih dari 60 persen, ternyata saat ini masih mengalami gelombang lonjakan COVID-19 karena masyarakatnya tidak disiplin prokes jaga kesehatan. 
Yuk patuh prokes jaga sehat
#ppkmtekancovid19 https://t.co/8sEUgnjRvO",2021-08-31 05:26:04,"['negara', 'duduk', 'vaksinasi', 'persen', 'alami', 'gelombang', 'lonjak', 'covid', 'masyarakat', 'disiplin', 'prokes', 'jaga', 'sehat', 'yuk', 'patuh', 'prokes', 'jaga', 'sehat', 'ppkmtekancovid']"
